player,date,headline,fantasy_impact,category
Ricky White III,"Mon, Sep 1st 2:52am EDT",The Seahawks signed WR Ricky White III to their practice squad. (Source: Brady Henderson on Twitter),Fantasy Impact: White was recently waived by Seattle after he was a seventh round pick of them in April. He'll hold a depth role in the Seahawks wide receiver room.,Category: Transactions
Jaden Crumedy,"Mon, Sep 1st 2:51am EDT",The Panthers waived DT Jaden Crumedy. (Source: Joe Person on Twitter),Fantasy Impact: Crumedy loses his roster spot a week before the season. He'll likely seek another opportunity in a depth role.,Category: Transactions
Javon Baker,"Mon, Sep 1st 2:47am EDT",The Eagles hosted WR Javon Baker for a workout.,Fantasy Impact: Baker was recently released by the Patriots. He will be looking to earn a depth role ahead of the season.,Category: Transactions
Keilan Robinson,"Mon, Sep 1st 2:46am EDT",The Chargers hosted RB Keilan Robinson for a workout last Friday.,Fantasy Impact: Robinson will be looking to earn a depth role ahead of the season.,Category: Transactions
Anthony Walker Jr.,"Mon, Sep 1st 2:45am EDT",Anthony Walker Jr. signs with Colts,Fantasy Impact: Walker was sidelined with a knee injury in training camp with the Buccaneers. He'll add depth in the Colts linebacker room.,Category: Transactions
Jack Conley,"Mon, Sep 1st 2:43am EDT",The Patriots released OL Jack Conley.,Fantasy Impact: Conley loses his roster spot a week before the season. He'll likely seek another opportunity in a depth role.,Category: Transactions
Thayer Munford Jr.,"Mon, Sep 1st 2:42am EDT",The Patriots signed OT Thayer Munford Jr.,Fantasy Impact: Munford lands on the Patriots practice squad. He'll open the season in a depth role on their offensive line.,Category: Transactions
Eric Gregory,"Mon, Sep 1st 2:41am EDT",The Patriots signed DT Eric Gregory.,Fantasy Impact: Gregory was able to show enough in the preseason as an undrafted free agent. He'll hold a depth role on the Patriots defensive line.,Category: Transactions
William Bradley-King,"Mon, Sep 1st 2:39am EDT",The 49ers released DE William Bradley-King.,Fantasy Impact: Bradley-King loses his roster spot a week before the season. He'll likely seek another opportunity in a depth role.,Category: Transactions
Evan Anderson,"Mon, Sep 1st 2:38am EDT",The 49ers signed DL Evan Anderson.,Fantasy Impact: Anderson will enter the season in a depth role on the 49ers defensive line.,Category: Transactions
Kilian Zierer,"Mon, Sep 1st 2:37am EDT",The 49ers signed OT Kilian Zierer.,Fantasy Impact: Zierer will add depth on the offensive line for San Francisco.,Category: Transactions
Rachaad White,"Mon, Sep 1st 2:36am EDT",Rachaad White returned to practice and is expected to play in Week 1 against the Falcons. (Source: Pewter Report),Fantasy Impact: White was able to work his way back from a groin injury he suffered early in training camp. He is expected to enter the season in a reserve role behind Bucky Irving in the Buccaneers backfield.,Category: Injury Updates
Amani Oruwariye,"Mon, Sep 1st 2:33am EDT",The Titans released Amani Oruwariye.,Fantasy Impact: Oruwariye loses his roster spot a week before the season. He'll likely seek another opportunity in a depth role.,Category: Transactions
Jermar Jefferson,"Mon, Sep 1st 2:33am EDT",The Titans released RB Jermar Jefferson.,Fantasy Impact: Jefferson loses his roster spot a week before the season. He'll likely seek another opportunity in a depth role.,Category: Transactions
Timmy Horne,"Mon, Sep 1st 2:31am EDT",Timmy Horne reaches deal with Titans,Fantasy Impact: Horne previously spent time on the Giants practice squad. He'll add depth on the Titans defensive line.,Category: Transactions
Trevor Keegan,"Mon, Sep 1st 2:30am EDT",The Cowboys signed OG Trevor Keegan.,Fantasy Impact: Keegan remains in the NFC East after he was previously with the Eagles. He'll add depth on the Cowboys offensive line.,Category: Transactions
Devin Duvernay,"Mon, Sep 1st 2:28am EDT",The Bears signed WR Devin Duvernay.,Fantasy Impact: Duvernay will likely play in a primary special teams role for Chicago. He'll also added depth in the Bears wide receiver room.,Category: Transactions
DaRon Bland,"Mon, Sep 1st 2:22am EDT","The Cowboys signed CB DaRon Bland to a four-year, $92 million extension through 2029.",Fantasy Impact: The extension talks have been in the rumors for the majority of the offseason for Bland. He is expected to return to his primary role in the slot in the Cowboys secondary this season.,Category: Transactions
Jalen Royals,"Mon, Sep 1st 2:20am EDT",Jalen Royals did not practice on Sunday due to knee tendinitis. (Source: Nate Taylor on Twitter),Fantasy Impact: It is unclear what the status of Royals is heading into the season opener. His status will need to be monitored at practice throughout the week.,Category: Injury Updates
Jalen Nailor,"Mon, Sep 1st 2:19am EDT",The Vikings are optimistic about WR Jalen Nailors availability for Week 1 against the Bears. (Source: Jeremy Fowler on Twitter),Fantasy Impact: Nailor is set to open the season in a reserve role in the Vikings wide receiver room. He figures to also now be behind the recently acquired Adam Thielen. Nailor will remain off the fantasy radar.,Category: Injury Updates
Perrion Winfrey,"Mon, Sep 1st 2:17am EDT",Perrion Winfrey left practice early on Sunday after suffering a low back injury. (Source: Todd Archer on Twitter),Fantasy Impact: Winfrey signed a contract with Dallas back in June. His status for Thursday's season opener against the Eagles is up in the air.,Category: Injury Updates
Willie Lampkin IV,"Mon, Sep 1st 2:15am EDT",The Eagles placed OL Willie Lampkin on injured reserve. (Source: Jeff McLane on Twitter),Fantasy Impact: Lampkin will miss at least the first four games of the season. The Eagles signed Kenyon Green as the corresponding move.,Category: Injury Updates
Kenyon Green,"Mon, Sep 1st 2:14am EDT",The Eagles signed OG Kenyon Green to a contract. (Source: Jeff McLane on Twitter),Fantasy Impact: Green will be a depth add. Willie Lampkin was placed on IR as the corresponding move.,Category: Transactions
Andrew Mukuba,"Mon, Sep 1st 2:12am EDT",Andrew Mukuba was seen at practice on Sunday. (Source: Jeff McLane on Twitter),Fantasy Impact: It is unclear how much Mukuba was able to do at practice. He is expected to enter the season in a reserve role.,Category: Injury Updates
Landon Dickerson,"Mon, Sep 1st 2:10am EDT",Landon Dickerson (knee) is trending toward playing in Week 1 against the Cowboys. (Source: Jeff McLane on Twitter),Fantasy Impact: Dickerson has worked his way back from offseason surgery to address a meniscus injury. He is on track to be good to go for Thursday's season opener.,Category: Injury Updates
Trevon Diggs,"Mon, Sep 1st 2:07am EDT",Trevon Diggs said he is not sure of his status yet for Thursday's season opener against the Eagles. (Source: Calvin Watkins on Twitter),Fantasy Impact: Diggs was recently activated from the PUP list. His status will need to be monitored at practice over the next few days. He added that he will play no later than Week 4.,Category: Injury Updates
DeWayne Carter,"Mon, Sep 1st 2:05am EDT",Bills DT DeWayne Carter will miss the 2025 season after rupturing his Achilles tendon. (Source: Jordan Schultz on Twitter),Fantasy Impact: It is a tough break for Carter right before the season. He'll look to make a full recovery for next year.,Category: Injury Updates
A.J. Brown,"Mon, Sep 1st 2:04am EDT",A.J. Brown told reporters he will be good to go in Thursday's season opener against the Cowboys. (Source: Jeff McLane on Twitter),"Fantasy Impact: Brown recently returned to practice after missing time with a hamstring injury. His practice status will need to be monitored over the next few days, but he should be good to go.",Category: Injury Updates
Tyler Guyton,"Tue, Sep 2nd 6:29pm EDT",Tyler Guyton (knee) practiced in full for the Cowboys on Tuesday. (Source: Tommy Yarrish on Twitter),"Fantasy Impact: The big man was able to log a full practice again on Tuesday. It looks like he is trending towards playing on Thursday night in the NFL's season opener, but we won't know his official status until later in the week. His presence would be good news for Dak Prescott and the Cowboys' offense as a whole in a tough matchup against Philadelphia's defense.",Category: Injury Updates
Trevon Diggs,"Tue, Sep 2nd 6:27pm EDT",Trevon Diggs (knee) logged a full practice session again on Tuesday. (Source: Tommy Yarrish on Twitter),"Fantasy Impact: Diggs has now logged two-straight full practice sessions, which is a step in the right direction for his Week 1 availability. Fantasy managers should keep tabs on his injury status for Thursday night's game, as he is arguably the most important player Dallas boasts on their defense with Micah Parsons no longer on the team.",Category: Injury Updates
Russell Gage Jr.,"Tue, Sep 2nd 6:25pm EDT","Russell Gage Jr. has been released by the 49ers, but the team is hoping to re-sign him to their practice squad. (Source: Adam Schefter on Twitter)","Fantasy Impact: The 49ers have cut Gage from their active roster, but they still want to keep him around as a member of their practice squad, provided that he doesn't choose to sign with a different team. If he lands back in San Francisco, the team is planning to elevate him to the active roster for Sunday's season opener against the Seahawks, which will help to shore up the depth in their receiving core.",Category: Transactions
Jake Haener,"Tue, Sep 2nd 6:22pm EDT",Jake Haener is signing a deal with the Saints to join their practice squad. (Source: New Orleans Saints),"Fantasy Impact: Haener lost the quarterback competition this offseason, but the team still likes what he brings to the table and will re-sign him as a member of their practice squad. He isn't expected to see any action for the Saints anytime soon, barring injuries to the guys ahead of him on the depth chart.",Category: Transactions
Tommy Mellott,"Tue, Sep 2nd 6:20pm EDT",Tommy Mellott is signing a deal with the Saints to join their practice squad. (Source: New Orleans Saints),Fantasy Impact: The rookie will land with the Saints as a member of their practice squad after being cut by the Raiders earlier in the offseason. He isn't expected to have a notable role to play for the team this season.,Category: Transactions
Eli Ricks,"Tue, Sep 2nd 6:18pm EDT",Eli Ricks is expected to sign a deal with Philadelphia to join their practice squad. (Source: Mike Zenitz on Twitter),"Fantasy Impact: Philadelphia will be re-signing Ricks to their practice squad after recently making the decision to release him. He has been an active contributor for them over the past couple of seasons, so he is a real candidate to be elevated and see in-game action on a week-to-week basis.",Category: Transactions
Tre' Harris,"Tue, Sep 2nd 6:16pm EDT",Tre' Harris is off of the injury report and was a full participant at practice on Tuesday. (Source: Los Angeles Chargers on Twitter),"Fantasy Impact: Harris was dealing with an undisclosed injury earlier in the offseason, but it's no longer an issue for him and he should be good to go for Friday night's game. Fantasy managers should pay attention to what the rookie's workload looks like in his NFL debut against a tough Kansas City defense.",Category: Injury Updates
Elijah Molden,"Tue, Sep 2nd 6:14pm EDT",Elijah Molden (knee) was a limited participant at practice on Tuesday. (Source: Los Angeles Chargers on Twitter),"Fantasy Impact: Molden was the only player on Los Angeles' active roster who was not able to log a full practice session on Tuesday. He was limited due to a knee injury, and it remains to be seen whether or not it will impact his availability for Friday's game against the Chiefs.",Category: Injury Updates
Boston Scott,"Tue, Sep 2nd 5:41pm EDT",Veteran running back Boston Scott worked out for the Indianapolis Colts ahead of Week 1 of the 2025-26 NFL season. (Source: Mike Garafolo on Twitter),"Fantasy Impact: Scott had worked out previously for the Baltimore Ravens in mid-August, but nothing came of the meeting. The former Philadelphia Eagles running back most recently spent time with the Pittsburgh Steelers on their practice squad in 2024, and he was with the Los Angeles Rams in training camp before that. He has not played in an NFL game since the 2023 season, but he can be a veteran option for a team that needs depth.",Category: Rumors
Deuce Vaughn,"Tue, Sep 2nd 5:36pm EDT","The Denver Broncos worked out running back Deuce Vaughn on Tuesday, Sept. 2, ahead of their Week 1 matchup with the Tennessee Titans. (Source: Jordan Schultz on Twitter)","Fantasy Impact: Vaughn is entering his third season in the NFL after being drafted in the sixth round in 2023. He has not been particularly productive, averaging 2.8 yards per carry over his career, but he has versatility as a pass-catcher. Sean Payton has worked with smaller running backs in the past, but Vaughn is likely no more than a practice squad addition.",Category: Rumors
Najee Harris,"Tue, Sep 2nd 5:32pm EDT","Los Angeles Chargers running back Najee Harris (eye) logged a full participation in practice on Tuesday, Sept. 2, ahead of LA's Friday night season opener. (Source: Los Angeles Chargers on Twitter)","Fantasy Impact: Harris, who is recovering from a fireworks accident on July 4, was cleared for contact on Monday, Sept. 1; one day later, he is practicing in full for the Chargers. He will be competing with rookie RB Omarion Hampton for snaps, and it is still uncertain whether he will be active in Week 1; however, the team has expressed optimism about his status in recent weeks. He has rushed for 1,000+ yards in every season of his career, providing stability that made him an early addition in free agency.",Category: Injury Updates
Jacory Croskey-Merritt,"Tue, Sep 2nd 4:56pm EDT","The Washington Commanders have listed running back Jacory ""Bill"" Croskey-Merritt as the team's No. 4 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter)","Fantasy Impact: Croskey-Merritt has received the drumbeat from beat writers this offseason and impressed over the preseason and training camp. He could certainly have a bigger role than RB4, but as a seventh-round rookie, his listing could be more about him earning the role. He is also dealing with an injury that kept him out of the preseason closer, but he is an intriguing option in Washington's offense and a massive climber in fantasy circles.",Category: Rumors
Chris Rodriguez Jr.,"Tue, Sep 2nd 4:52pm EDT",The Washington Commanders have listed running back Chris Rodriguez Jr. as the team's No. 3 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter),"Fantasy Impact: Rodriguez showed some promise late in the 2024 season, including an 11-carry, 52-yard game in Week 9 and a 13-carry, 94-yard game in Week 13. While he only played nine games in his Year 2 campaign, he is expected to have a goal-line role for the Commanders with his 224-pound frame.",Category: Rumors
Jeremy McNichols,"Tue, Sep 2nd 4:49pm EDT",The Washington Commanders have listed running back Jeremy McNichols as the team's No. 2 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter),"Fantasy Impact: McNichols had some strong moments in 2024, his first season with the Commanders. He averaged 4.7 yards per carry and started one game, carrying the ball seven times for 42 yards. He will likely continue to rotate in throughout the season, seeing 6+ touches in six games last season.",Category: Rumors
Austin Ekeler,"Tue, Sep 2nd 4:46pm EDT",The Washington Commanders have listed running back Austin Ekeler as the team's No. 1 running back on their Week 1 depth chart. (Source: Nicki Jhabvala on Twitter),"Fantasy Impact: It is easy to forget that Ekeler was a starting running back as recently as 2023 with the Los Angeles Chargers. He shone playing alongside Brian Robinson Jr. in 2024, averaging 6.5 yards per touch, his highest number since 2019. He could certainly cede work as the season goes on to the younger rotation, but even at the age of 30, he is expected to have a role in Washington's offense.",Category: Rumors
Pierre Strong Jr.,"Tue, Sep 2nd 4:38pm EDT",The Cleveland Browns have waived running back Pierre Strong Jr. from their injured reserve (IR). (Source: Mary Kay Cabot on Twitter),"Fantasy Impact: Strong had reverted to the team's IR after he cleared waivers with an injury designation. He suffered an undisclosed injury in the team's preseason finale and exited the game to be evaluated for a concussion. His injury status is not currently clear, but considering he is likely being waived after reaching an injury settlement with the Browns, he is likely looking to land on a roster to start the season.","Category: Injury Updates, Transactions"
Tanner McKee,"Tue, Sep 2nd 4:30pm EDT","Philadelphia Eagles quarterback Tanner McKee did not practice on Tuesday, Sept. 2, as he recovers from a thumb injury. (Source: Philadelphia Eagles on Twitter)","Fantasy Impact: The Eagles traded for QB Sam Howell, knowing that McKee would miss time with his thumb injury, a disappointing development after standing out in the team's preseason opener. McKee should be the Eagles' QB2 when healthy, playing behind Jalen Hurts, but he could compete with Howell (who has started 18 games in his career) when he returns to practice.",Category: Injury Updates
Landon Dickerson,"Tue, Sep 2nd 4:27pm EDT","Philadelphia Eagles guard Landon Dickerson (back) was a full participant at practice on Tuesday, Sept. 2, ahead of the NFL season opener. (Source: Philadelphia Eagles on Twitter)","Fantasy Impact: Dickerson, who is dealing with a back injury, was a non-participant in practice to open the week before bouncing back to a full-time status on Tuesday. This is a strong indication of his availability on Thursday, Sept. 4, when the Eagles will face the Dallas Cowboys. Dickerson is entering Year 5 off his third straight Pro Bowl nod.",Category: Injury Updates
Davis Mills,"Tue, Sep 2nd 4:22pm EDT",The Houston Texans and quarterback Davis Mills have agreed to terms on a one-year extension worth a guaranteed $7 million. (Source: Adam Schefter on Twitter),"Fantasy Impact: Mills is now tied to the Texans through the 2026-27 season, which will keep him as QB C.J. Stroud's backup. The former Stanford product was a third-round pick in 2021, starting 26 games over his first two seasons. He has averaged 5.61 net yards per pass attempt in his career and is a solid option as Houston's QB2.",Category: Transactions
Robert Woods,"Tue, Sep 2nd 4:16pm EDT",The Pittsburgh Steelers have released veteran wide receiver Robert Woods from their practice squad. (Source: Pittsburgh Steelers on Twitter),"Fantasy Impact: Woods was initially released ahead of the 53-man roster cutdown deadline but was brought back on the practice squad afterward. There were reports that he would stick on the practice squad while he waited for an opportunity to join another team's active roster, which could still be in play. However, it is unclear if he will be a part of any organization by Week 1.",Category: Transactions
Anthony Campbell,"Tue, Sep 2nd 3:49pm EDT",The Seahawks signed DT Anthony Campbell to their practice squad. (Source: Seahawks.com),Fantasy Impact: Campbell will hold a depth role on the defensive line for Seattle heading into the season.,Category: Transactions
Jalan Gaines,"Tue, Sep 2nd 3:48pm EDT",The Seahawks signed DE Jalan Gaines to their practice squad. (Source: Seahawks.com),Fantasy Impact: Gaines will hold a depth role on the defensive line for Seattle heading into the season.,Category: Transactions
Sataoa Laumea,"Tue, Sep 2nd 3:46pm EDT",The Seahawks signed OG Sataoa Laumea to their practice squad. (Source: Seahawks.com),Fantasy Impact: Laumea will hold a depth role on the offensive line for Seattle heading into the season.,Category: Transactions
Shemar Jean-Charles,"Tue, Sep 2nd 3:45pm EDT",The Seahawks released DB Shemar Jean-Charles from their practice squad. (Source: Seahawks.com),Fantasy Impact: Jean-Charles loses his spot on the practice squad in Seattle ahead of the season. He'll likely seek another opportunity.,Category: Transactions
Amari Kight,"Tue, Sep 2nd 3:44pm EDT",The Seahawks released OT Amari Kight from their practice squad. (Source: Seahawks.com),Fantasy Impact: Kight loses his spot on the practice squad in Seattle ahead of the season. He'll likely seek another opportunity.,Category: Transactions
Damien Martinez,"Tue, Sep 2nd 3:42pm EDT",The Seahawks released RB Damien Martinez from their practice squad. (Source: Seahawks.com),Fantasy Impact: Martinez will likely seek another opportunity on a practice squad ahead of the season.,Category: Transactions
Elic Ayomanor,"Tue, Sep 2nd 3:34pm EDT",Elic Ayomanor was listed as a starting wide receiver on Tennessees unofficial depth chart ahead of Week 1. (Source: John Glennon on Twitter),"Fantasy Impact: Ayomanor was listed ahead of Van Jefferson on the initial depth chart. It remains unclear what role he is stepping into, but the Titans have some opportunity available behind Calvin Ridley in the passing game heading into this season.",
Darrian Dalcourt,"Tue, Sep 2nd 3:09pm EDT",The Commanders signed OG Darrian Dalcourt. (Source: Jeremy Fowler on Twitter),Fantasy Impact: Dalcourt will join the practice squad for Washington. He spent last season on the Ravens practice squad.,Category: Transactions
Jaylon Johnson,"Tue, Sep 2nd 3:08pm EDT",Jaylon Johnson told reporters he dealing with a groin injury during training camp. (Source: Adam Jahns on Twitter),Fantasy Impact: Johnson missed some time during training camp with the injury. He appears ready to go for the season opener this week.,Category: Injury Updates
Marquise Brown,"Tue, Sep 2nd 3:04pm EDT","Chiefs coach Andy Reid said Marquise Brown has done ""everything"" in practice this week. (Source: Around the NFL on Twitter)",Fantasy Impact: Brown appears fully ready to go for the season opener this week. He could see some more involvement to start the season while Rashee Rice is suspended.,Category: Injury Updates
Jalen Royals,"Tue, Sep 2nd 3:02pm EDT","Kansas City Chiefs rookie wide receiver Jalen Royals was the only player not to practice on Tuesday, Sept. 2, as he deals with knee tendinitis. (Source: Nate Taylor on Twitter)","Fantasy Impact: Royals is not practicing ahead of the Chiefs' season-opening game on Friday, Sept. 5, in São Paulo, Brazil. It seems as though there is a strong chance he will not be available for Week 1, which is a missed opportunity for the rookie, as WR Rashee Rice (suspension) will be out. Royals reportedly impressed over the offseason, but he will need to be healthy to find a role while playing behind WRs like Rice, Xavier Worthy, and Hollywood Brown.",Category: Injury Updates
Derrick Harmon,"Tue, Sep 2nd 1:36pm EDT",Steelers coach Mike Tomlin said rookie DT Derrick Harmon will not play on Sunday against the Jets. (Source: Around the NFL on Twitter),Fantasy Impact: Harmon was able to avoid being placed on injured reserve. He'll look to make his debut in Week 2 or Week 3.,Category: Injury Updates
Graham Glasgow,"Tue, Sep 2nd 1:33pm EDT",Lions C Graham Glasgow is on track to play on Sunday against the Packers. (Source: Pro Football Talk on Twitter),Fantasy Impact: Glasgow left practice earlier in training camp with a leg injury. He should be fully good to go for Sunday's series opener.,Category: Injury Updates
Kyzir White,"Tue, Sep 2nd 1:32pm EDT",The Titans signed LB Kyzir White. (Source: Jordan Schultz on Twitter),"Fantasy Impact: White recorded 137 tackles, 2.5 sacks and nine TFLs with the Cardinals last season. He'll add depth to the Titans linebacker room.",Category: Transactions
Calvin Austin III,"Tue, Sep 2nd 1:30pm EDT",Steelers coach Mike Tomlin said he expects WR Calvin Austin III to be good to go for Sunday's game against the Jets. (Source: Brooke Pryor on Twitter),Fantasy Impact: Austin had missed parts of training camp and the preseason with an undisclosed injury. He is slated to enter the season as the slot receiver for Pittsburgh.,Category: Injury Updates
Kendrick Bourne,"Tue, Sep 2nd 1:27pm EDT",Free agent WR Kendrick Bourne is meeting with the Commanders on Tuesday. (Source: Around the NFL on Twitter),Fantasy Impact: Bourne also met with the 49ers earlier in the week. He is likely attempting to sign with a team before the start of the season.,Category: Transactions
Gabe Davis,"Tue, Sep 2nd 1:21pm EDT",Gabe Davis is signing with the Buffalo Bills. (Source: Adam Schefter on Twitter),Fantasy Impact: Davis initially will be on Buffalos practice squad. He is still recovering from a torn meniscus suffered last season.,Category: Transactions
Kenneth Gainwell,"Tue, Sep 2nd 1:01pm EDT",Kenneth Gainwell is listed as the Steelers' RB2 on their depth chart heading into Week 1. (Source: Pittsburgh Steelers),"Fantasy Impact: The veteran running back is listed as the RB2 for the Steelers heading into Week 1 on their unofficial depth chart. This comes as a bit of a surprise, as many fantasy managers expected rookie Kaleb Johnson to have that role on lock by the time the preseason was over. Fantasy managers should pay close attention to what the splits look like in this backfield in Week 1.",Category: Rumors
Kaleb Johnson,"Tue, Sep 2nd 12:59pm EDT",Kaleb Johnson is currently listed as the RB3 for the Steelers on their unofficial depth chart. (Source: Pittsburgh Steelers),"Fantasy Impact: The Steelers recently released an unofficial depth chart for the team, and Johnson was listed as the RB3 on it. Not only was he behind starter Jaylen Warren, but veteran Kenneth Gainwell was listed as the backup above him, which may come as a bit of a surprise to fantasy managers. Sunday's game against the Jets will help us to determine whether or not this news actually holds any weight.",Category: Rumors
Jameis Winston,"Tue, Sep 2nd 12:44pm EDT",The Giants listed Jameis Winston as their QB3 on the team's Week 1 depth chart. (Source: Adam Schefter on Twitter),Fantasy Impact: Jaxson Dart moved ahead of Winston on the depth chart to begin the season. It is unclear if Winston will see the field this year for the Giants.,
Jaxson Dart,"Tue, Sep 2nd 12:41pm EDT",The Giants listed rookie Jaxson Dart as the backup to Russell Wilson on their Week 1 depth chart. (Source: Adam Schefter on Twitter),Fantasy Impact: Dart showed enough in training camp and in the preseason to move ahead of Jameis Winston heading into the season. It's possible he gets into a game at some point this year.,
Christian Gonzalez,"Tue, Sep 2nd 9:56am EDT",Christian Gonzalez (hamstring) targeting a return to practice this week. (Source: Doug Kyed on Twitter),"Fantasy Impact: Gonzalez did not take part in practice Monday. The third-year corner, who started 16 games last season, is certainly in jeopardy of missing the Patriots season opener. A first-round pick in 2023, Gonzalez recorded 59 tackles and two interceptions in last season.",Category: Injury Updates
Stefon Diggs,"Tue, Sep 2nd 9:49am EDT",Stefon Diggs (ACL) to play in Week 1 for Patriots. (Source: Doug Kyed on Twitter),"Fantasy Impact: Diggs is coming off of a shortened season with the Texans due to a torn ACL. The veteran receiver signed with the Patriots this offseason and heads into his first campaign in New England atop head coach Mike Vrabel's depth chart. Tuesday morning, Vrabel told WEEI that ""as of today, he'll (Diggs) be out there.""",Category: Injury Updates
Kenneth Walker III,"Tue, Sep 2nd 9:43am EDT",Kenneth Walker (foot) was a full participant in Monday's practice. (Source: Gregg Bell on Twitter),"Fantasy Impact: Walker missed six games in total for the Seahawks last season and ended the year on IR with an ankle injury. The 24-year-old ball carrier has dealt with a foot issue more recently, leaving him limited during most of the preseason. Walker was a full-go Monday, however, and he appears ready to roll for the Seahawks' season opener.",Category: Injury Updates
Jaydon Blue,"Mon, Sep 1st 6:32pm EDT",Jaydon Blue (ankle) is not on the injury report for Thursday night's game against the Philadelphia Eagles. (Source: Philadelphia Eagles),"Fantasy Impact: The rookie running back was a full participant at practice on Monday and carries no injury designation ahead of Thursday night's season opener. He seems to be entirely over his ankle injury, and while he's not expected to be a strong fantasy option in his NFL debut, his presence could hurt the workload of veterans Javonte Williams and Miles Sanders in Week 1 and beyond.",Category: Injury Updates
Dallas Goedert,"Mon, Sep 1st 6:29pm EDT",Dallas Goedert (groin) is off of the injury report for Thursday night's season opener against the Dallas Cowboys. (Source: Philadelphia Eagles on Twitter),"Fantasy Impact: The veteran tight end is not on Philadelphia's injury report and should be good to go for Thursday night's game, despite dealing with a groin injury earlier in the preseason. He doesn't project to be a strong fantasy option in this matchup but will be an important piece for Philadelphia's offense in real life.",Category: Injury Updates
DeVonta Smith,"Mon, Sep 1st 6:25pm EDT",DeVonta Smith (groin) is without an injury designation ahead of Thursday night's contest against the Dallas Cowboys. (Source: Philadelphia Eagles),"Fantasy Impact: Smith was previously managing a minor groin injury, but he is now over it and is no longer listed on the team's injury report. He should be good to go for Thursday night's matchup and projects to be a solid fantasy option in the first game of the 2025 NFL season.",Category: Injury Updates
A.J. Brown,"Mon, Sep 1st 6:23pm EDT",A.J. Brown (hamstring) is off of the injury report ahead of Thursday night's game against the Dallas Cowboys. (Source: Philadelphia Eagles),"Fantasy Impact: A hamstring injury has been bothering Brown for a large chunk of the preseason, but it seems to be nothing more than a minor issue at this point, as he is no longer listed on Philadelphia's injury report at all ahead of their season opener against the Cowboys on Thursday night. Fantasy managers shouldn't hesitate to start him in this matchup, barring any unforeseen setbacks in his recovery.",Category: Injury Updates
Isaiah Likely,"Mon, Sep 1st 6:19pm EDT",Isaiah Likely (foot) was a non-participant in Baltimore's practice on Monday. (Source: Jamison Hensley on Twitter),"Fantasy Impact: As expected, Likely was not able to take the practice field for the Ravens on Monday. He is currently at risk of missing Sunday night's season opener due to a foot injury that he suffered earlier in the offseason, but it remains to be seen what his official injury designation will be later on in the week. Mark Andrews is expected to get more work if the young tight end is sidelined against the Bills.",Category: Injury Updates
Hunter Renfrow,"Mon, Sep 1st 6:14pm EDT",Hunter Renfrow will play in Sunday's game against the Jacksonville Jaguars. (Source: Steve Reed on Twitter),"Fantasy Impact: The Panthers have been moving Renfrow on and off the roster recently, but he is currently on their active roster and will play in Sunday's game against the Jaguars, according to HC Dave Canales. Fantasy managers shouldn't have high expectations for him in this matchup.",Category: Rumors
Dee Eskridge,"Mon, Sep 1st 6:12pm EDT",Dee Eskridge did not take part in Monday's practice due to an undisclosed injury. (Source: Joe Schad on Twitter),"Fantasy Impact: Eskridge was not able to take part in Miami's practice on Monday, as he's managing an undisclosed injury of some kind. Miami's season opener is coming up on Sunday, so he doesn't have extended time to recover before the team will want him to take the field.",Category: Injury Updates
Matthew Stafford,"Mon, Sep 1st 4:25pm EDT",Rams head coach Sean McVay said he expects Matthew Stafford to start against the Texans on Sunday. (Source: Taylor Bisciotti on Twitter),"Fantasy Impact: Stafford had been sidelined with a back injury early in training camp, but he was recently able to work his way back in practice. He should be fully good to go on Sunday.",Category: Injury Updates
Quentin Johnston,"Mon, Sep 1st 3:36pm EDT",Chargers coach Jim Harbaugh said Quentin Johnston has cleared concussion protocol. (Source: Around the NFL on Twitter),Fantasy Impact: Johnston should be good to go for the season opener this week. He'll remain off the fantasy radar.,Category: Injury Updates
Darnell Mooney,"Mon, Sep 1st 3:31pm EDT",The Falcons still consider Darnell Mooney as day-to-day.,Fantasy Impact: Mooney has been battling a shoulder injury since July. He did return to practice late last week. His status will need to be monitored at practice the rest of this week.,Category: Injury Updates
Micah Parsons,"Mon, Sep 1st 3:29pm EDT",Adam Schefter reports that it is still uncertain if Packers EDGE Micah Parsons will play in Week 1. (Source: Adam Schefter on Twitter),Fantasy Impact: Schefter added that Parsons may need an epidural prior to the game. His status will need to be monitored at practice the rest of the week. It would be a surprise if he doesn't play even if he is limited.,Category: Injury Updates
Jauan Jennings,"Mon, Sep 1st 3:27pm EDT",Jauan Jennings was seen at practice on Monday. (Source: Nick Wagoner on Twitter),Fantasy Impact: Jennings has been battling a calf injury since July. His status for Sunday's season opener against the Seahawks will need to be monitored throughout the week.,Category: Injury Updates
C.J. Gardner-Johnson,"Mon, Sep 1st 3:25pm EDT",Texans coach DeMeco Ryans said S C.J. Gardner-Johnson is expected to play in Week 1 against the Rams. (Source: Jonathan M Alexander on Twitter),Fantasy Impact: Gardner-Johnson has been sidelined since the start of August. His status will still need to be monitored at practice over the next few days.,Category: Injury Updates
Cade Otton,"Mon, Sep 1st 3:20pm EDT",Cade Otton practiced on Monday. (Source: Rick Stroud on Twitter),Fantasy Impact: The status of Otton still isn't clear for Sunday. His status will need to be monitored at practice over the next few days.,Category: Injury Updates
