original sort,content,contains date,len,Type,Group ID
328,Category: Transactions,#VALUE!,,Category,55
329,Zacch Pickens,#VALUE!,13,Player name,56
330,Zacch Pickens waived by Bears,#VALUE!,29,Headline / Summary,56
331,"Tue, Aug 26th 1:52pm EDT",21,,Date,56
332,The Bears waived DL Zacch Pickens. (Source: Matt Zenitz on Twitter),#VALUE!,67,Headline / Summary,56
333,Fantasy Impact: Pickens was unable to earn a spot on the Bears 53-man roster. He made three starts last season.,#VALUE!,,Fantasy Impact,56
334,Category: Transactions,#VALUE!,,Category,56
335,Sean Clifford,#VALUE!,13,Player name,57
336,Sean Clifford waived by Packers,#VALUE!,31,Headline / Summary,57
337,"Tue, Aug 26th 1:51pm EDT",21,,Date,57
338,The Packers waived QB Sean Clifford. (Source: Ari Meirov on Twitter),#VALUE!,68,Headline / Summary,57
339,Fantasy Impact: Clifford was unable to earn a spot on the Packers 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,57
340,Category: Transactions,#VALUE!,,Category,57
341,Jeff Wilson Jr.,#VALUE!,15,Player name,58
342,Jeff Wilson Jr. released by 49ers,#VALUE!,33,Headline / Summary,58
343,"Tue, Aug 26th 1:48pm EDT",21,,Date,58
344,The 49ers released RB Jeff Wilson Jr. (Source: Adam Schefter on Twitter),#VALUE!,72,Headline / Summary,58
345,Fantasy Impact: Wilson reunited with San Francisco earlier in August. He didn't make the 49ers 53-man roster.,#VALUE!,,Fantasy Impact,58
346,Category: Transactions,#VALUE!,,Category,58
347,Sam Hartman,#VALUE!,11,Player name,59
348,Sam Hartman waived by Commanders,#VALUE!,32,Headline / Summary,59
349,"Tue, Aug 26th 1:42pm EDT",21,,Date,59
350,The Commanders waived QB Sam Hartman. (Source: Tom Pelissero on Twitter),#VALUE!,72,Headline / Summary,59
351,Fantasy Impact: Hartman was unable to earn a depth role in the Commanders quarterback room. He'll be a practice squad candidate.,#VALUE!,,Fantasy Impact,59
352,Category: Transactions,#VALUE!,,Category,59
353,Kadeem Telfort,#VALUE!,14,Player name,60
354,Kadeem Telfort released by Packers,#VALUE!,34,Headline / Summary,60
355,"Tue, Aug 26th 1:40pm EDT",21,,Date,60
356,The Packers released Kadeem Telfort. (Source: Ryan Wood on Twitter),#VALUE!,67,Headline / Summary,60
357,Fantasy Impact: Telfort was unable to earn a spot on the Packers 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,60
358,Category: Transactions,#VALUE!,,Category,60
359,Jabbar Muhammad,#VALUE!,15,Player name,61
360,Jabbar Muhammad waived by Jaguars,#VALUE!,33,Headline / Summary,61
361,"Tue, Aug 26th 1:39pm EDT",21,,Date,61
362,The Jaguars waived DB Jabbar Muhammad. (Source: Aaron Wilson on Twitter),#VALUE!,72,Headline / Summary,61
363,Fantasy Impact: Muhammad was unable to earn a spot on the Jaguars 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,61
364,Category: Transactions,#VALUE!,,Category,61
365,Tyler Scott,#VALUE!,11,Player name,62
366,Tyler Scott waived by Bears,#VALUE!,27,Headline / Summary,62
367,"Tue, Aug 26th 1:37pm EDT",21,,Date,62
368,The Bears waived WR Tyler Scott. (Source: Jeremy Fowler on Twitter),#VALUE!,67,Headline / Summary,62
369,Fantasy Impact: Scott was unable to earn a spot on the Bears 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,62
370,Category: Transactions,#VALUE!,,Category,62
371,Drake Dabney,#VALUE!,12,Player name,63
372,Drake Dabney waived by Titans,#VALUE!,29,Headline / Summary,63
373,"Tue, Aug 26th 1:36pm EDT",21,,Date,63
374,The Titans waived TE Drake Dabney. (Source: Terry McCormick on Twitter),#VALUE!,71,Headline / Summary,63
375,Fantasy Impact: Dabney was unable to earn a spot on the Titans 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,63
376,Category: Transactions,#VALUE!,,Category,63
377,Roman Parodie,#VALUE!,13,Player name,64
378,Roman Parodie waived by Buccaneers,#VALUE!,34,Headline / Summary,64
379,"Tue, Aug 26th 1:35pm EDT",21,,Date,64
380,The Buccaneers waived/injured DB Roman Parodie. (Source: Jenna Laine on Twitter),#VALUE!,80,Headline / Summary,64
381,Fantasy Impact: Parodie had a pick-six against the Titans in the first preseason game. It is unclear how long he will be sidelined for.,#VALUE!,,Fantasy Impact,64
382,"Category: Injury Updates, Transactions",#VALUE!,,Category,64
383,Jonah Williams,#VALUE!,14,Player name,65
384,Jonah Williams released by Saints,#VALUE!,33,Headline / Summary,65
385,"Tue, Aug 26th 1:33pm EDT",21,,Date,65
386,The Saints released DT Jonah Williams. (Source: Nick Underhill on Twitter),#VALUE!,74,Headline / Summary,65
387,Fantasy Impact: Williams was unable to earn a spot on the Saints 53-man roster. He'll likely seek another opportunity.,#VALUE!,,Fantasy Impact,65
388,Category: Transactions,#VALUE!,,Category,65
389,Tre Watson,#VALUE!,10,Player name,66
390,Tre Watson waived by Chiefs,#VALUE!,27,Headline / Summary,66
391,"Tue, Aug 26th 1:32pm EDT",21,,Date,66
392,The Chiefs waived TE Tre Watson. (Source: Aaron Wilson on Twitter),#VALUE!,66,Headline / Summary,66
393,Fantasy Impact: Watson was unable to earn a spot on the Chiefs 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,66
394,Category: Transactions,#VALUE!,,Category,66
395,Bralyn Lux,#VALUE!,10,Player name,67
396,Bralyn Lux waived by Bengals,#VALUE!,28,Headline / Summary,67
397,"Tue, Aug 26th 1:30pm EDT",21,,Date,67
398,The Bengals waived DB Bralyn Lux. (Source: Aaron Wilson on Twitter),#VALUE!,67,Headline / Summary,67
399,Fantasy Impact: Lux will be a practice squad candidate if he clears waivers.,#VALUE!,,Fantasy Impact,67
400,Category: Transactions,#VALUE!,,Category,67
401,Deuce Vaughn,#VALUE!,12,Player name,68
402,Deuce Vaughn waived by Cowboys,#VALUE!,30,Headline / Summary,68
403,"Tue, Aug 26th 1:29pm EDT",21,,Date,68
404,The Cowboys waived RB Deuce Vaughn. (Source: Calvin Watkins on Twitter),#VALUE!,71,Headline / Summary,68
405,Fantasy Impact: Vaughn was unable to earn a depth role in the Cowboys backfield. He'll likely seen another opportunity in a depth role.,#VALUE!,,Fantasy Impact,68
406,Category: Transactions,#VALUE!,,Category,68
407,Ihmir Smith-Marsette,#VALUE!,20,Player name,69
408,Ihmir Smith-Marsette waived by Giants,#VALUE!,37,Headline / Summary,69
409,"Tue, Aug 26th 1:28pm EDT",21,,Date,69
410,The Giants waived WR/KR Ihmir Smith-Marsette. (Source: Jordan Raanan on Twitter),#VALUE!,80,Headline / Summary,69
411,Fantasy Impact: Smith-Marsette should land another opportunity in a special teams role.,#VALUE!,,Fantasy Impact,69
412,Category: Transactions,#VALUE!,,Category,69
413,Damien Martinez,#VALUE!,15,Player name,70
414,Damien Martinez waived by Seahawks,#VALUE!,34,Headline / Summary,70
415,"Tue, Aug 26th 12:46pm EDT",22,,Date,70
416,The Seahawks waived RB Damien Martinez. (Source: Brady Henderson on Twitter),#VALUE!,76,Headline / Summary,70
417,Fantasy Impact: Martinez was a seventh round pick of Seattle this year. He is a practice squad candidate if he clears waivers.,#VALUE!,,Fantasy Impact,70
418,Category: Transactions,#VALUE!,,Category,70
419,KJ Hamler,#VALUE!,9,Player name,71
420,KJ Hamler released by Bills,#VALUE!,27,Headline / Summary,71
421,"Tue, Aug 26th 12:44pm EDT",22,,Date,71
422,The Bills released WR KJ Hamler. (Source: Adam Schefter on Twitter),#VALUE!,67,Headline / Summary,71
423,Fantasy Impact: Hamler was unable to earn a spot on the Bills 53-man roster. He'll likely seek a spot on a depth role with another team.,#VALUE!,,Fantasy Impact,71
424,Category: Transactions,#VALUE!,,Category,71
425,Ainias Smith,#VALUE!,12,Player name,72
426,Ainias Smith released by Eagles,#VALUE!,31,Headline / Summary,72
427,"Tue, Aug 26th 12:43pm EDT",22,,Date,72
428,The Eagles released WR Ainias Smith. (Source: Ian Rapoport on Twitter),#VALUE!,70,Headline / Summary,72
429,Fantasy Impact: Smith was a fifth round pick of the Eagles last year. He should get another opportunity.,#VALUE!,,Fantasy Impact,72
430,Category: Transactions,#VALUE!,,Category,72
431,Michael Jacobson,#VALUE!,16,Player name,73
432,Michael Jacobson waived by Saints,#VALUE!,33,Headline / Summary,73
433,"Tue, Aug 26th 12:33pm EDT",22,,Date,73
434,The Saints waived TE Michael Jacobson. (Source: Nick Underhill on Twitter),#VALUE!,74,Headline / Summary,73
435,Fantasy Impact: Jacobson was unable to earn a spot on the Saints 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,73
436,Category: Transactions,#VALUE!,,Category,73
437,Leroy Watson IV,#VALUE!,15,Player name,74
438,Leroy Watson released by Vikings,#VALUE!,32,Headline / Summary,74
439,"Tue, Aug 26th 12:32pm EDT",22,,Date,74
440,The Vikings released OT Leroy Watson. (Source: Around the NFL on Twitter),#VALUE!,73,Headline / Summary,74
441,Fantasy Impact: Watson was unable to earn a spot on the Vikings 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,74
442,Category: Transactions,#VALUE!,,Category,74
443,De'Antre Prince,#VALUE!,15,Player name,75
444,De'Antre Prince released by Jaguars,#VALUE!,35,Headline / Summary,75
445,"Tue, Aug 26th 12:31pm EDT",22,,Date,75
446,The Jaguars released DB De'Antre Prince. (Source: Jeremy Fowler on Twitter),#VALUE!,75,Headline / Summary,75
447,Fantasy Impact: Prince was unable to earn a spot on the Jaguars 53-man roster. He was a fifth round pick in 2024.,#VALUE!,,Fantasy Impact,75
448,Category: Transactions,#VALUE!,,Category,75
449,Seth Green,#VALUE!,10,Player name,76
450,Seth Green released by Saints,#VALUE!,29,Headline / Summary,76
451,"Tue, Aug 26th 12:29pm EDT",22,,Date,76
452,The Saints released TE Seth Green. (Source: Matthew Paras on Twitter),#VALUE!,69,Headline / Summary,76
453,Fantasy Impact: Green was unable to earn a spot on the Saints 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,76
454,Category: Transactions,#VALUE!,,Category,76
455,James Burnip,#VALUE!,12,Player name,77
456,James Burnip released by Saints,#VALUE!,31,Headline / Summary,77
457,"Tue, Aug 26th 12:28pm EDT",22,,Date,77
458,The Saints released P James Burnip. (Source: Nick Underhill on Twitter),#VALUE!,71,Headline / Summary,77
459,Fantasy Impact: Burnip was unable to win the Saints punting job.,#VALUE!,,Fantasy Impact,77
460,Category: Transactions,#VALUE!,,Category,77
461,AJ Henning,#VALUE!,10,Player name,78
462,AJ Henning released by Dolphins,#VALUE!,31,Headline / Summary,78
463,"Tue, Aug 26th 12:27pm EDT",22,,Date,78
464,The Dolphins released wide receiver/punt returner A.J. Henning. (Source: Jeremy Fowler on Twitter),#VALUE!,98,Headline / Summary,78
465,Fantasy Impact: Henning had signed with Miami as an undrafted free agent. He was unable to earn a spot on the Dolphins 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,78
466,Category: Transactions,#VALUE!,,Category,78
467,Aaron Shampklin,#VALUE!,15,Player name,79
468,Aaron Shampklin released by Dolphins,#VALUE!,36,Headline / Summary,79
469,"Tue, Aug 26th 12:25pm EDT",22,,Date,79
470,The Dolphins released RB Aaron Shampklin. (Source: Ian Rapoport on Twitter),#VALUE!,75,Headline / Summary,79
471,Fantasy Impact: Shampklin was unable to earn a spot on the Dolphins 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,79
472,Category: Transactions,#VALUE!,,Category,79
473,Jeremiah Martin,#VALUE!,15,Player name,80
474,Jeremiah Martin waived by Saints,#VALUE!,32,Headline / Summary,80
475,"Tue, Aug 26th 12:24pm EDT",22,,Date,80
476,The Saints waived DL Jeremiah Martin. (Source: Nick Underhill on Twitter),#VALUE!,73,Headline / Summary,80
477,Fantasy Impact: Martin was unable to earn a spot on the Ssints 53-man roster. He'll likely seek another opportunity.,#VALUE!,,Fantasy Impact,80
478,Category: Transactions,#VALUE!,,Category,80
479,Moochie Dixon,#VALUE!,13,Player name,81
480,Moochie Dixon waived by Saints,#VALUE!,30,Headline / Summary,81
481,"Tue, Aug 26th 12:22pm EDT",22,,Date,81
482,The Saints waived WR Moochie Dixon. (Source: Nick Underhill on Twitter),#VALUE!,71,Headline / Summary,81
483,Fantasy Impact: Dixon was unable to earn a spot on the Saints 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,81
484,Category: Transactions,#VALUE!,,Category,81
485,Jackson Carman,#VALUE!,14,Player name,82
486,Jackson Carman released by Dolphins,#VALUE!,35,Headline / Summary,82
487,"Tue, Aug 26th 12:21pm EDT",22,,Date,82
488,The Dolphins released OL Jackson Carman. (Source: Barry Jackson on Twitter),#VALUE!,75,Headline / Summary,82
489,Fantasy Impact: Carman was unable to earn a spot on the Dolphins 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,82
490,Category: Transactions,#VALUE!,,Category,82
491,E.J. Jenkins,#VALUE!,12,Player name,83
492,E.J. Jenkins waived by Eagles,#VALUE!,29,Headline / Summary,83
493,"Tue, Aug 26th 12:20pm EDT",22,,Date,83
494,The Eagles waived TE E.J. Jenkins. (Source: Andrew DiCecco on Twitter),#VALUE!,70,Headline / Summary,83
495,Fantasy Impact: Jenkins was unable to earn a spot on the Eagles 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,83
496,Category: Transactions,#VALUE!,,Category,83
497,Tanner Taula,#VALUE!,12,Player name,84
498,Tanner Taula waived by Buccaneers,#VALUE!,33,Headline / Summary,84
499,"Tue, Aug 26th 12:18pm EDT",22,,Date,84
500,The Buccaneers waived TE Tanner Taula. (Source: Greg Auman on Twitter),#VALUE!,70,Headline / Summary,84
501,Fantasy Impact: Taula spent the past two seasons on the Bucs practice squad. He was unable to earn a spot on the Bucs 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,84
502,Category: Transactions,#VALUE!,,Category,84
503,Nick Muse,#VALUE!,9,Player name,85
504,Nick Muse waived by Eagles,#VALUE!,26,Headline / Summary,85
505,"Tue, Aug 26th 12:14pm EDT",22,,Date,85
506,The Eagles waived TE Nick Muse. (Source: Around the NFL on Twitter),#VALUE!,67,Headline / Summary,85
507,Fantasy Impact: Muse was unable to earn a spot on the Eagles 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,85
508,Category: Transactions,#VALUE!,,Category,85
509,Sua Opeta,#VALUE!,9,Player name,86
510,Sua Opeta released by Buccaneers,#VALUE!,32,Headline / Summary,86
511,"Tue, Aug 26th 12:12pm EDT",22,,Date,86
512,The Buccaneers released OL Sua Opeta. (Source: Greg Auman on Twitter),#VALUE!,69,Headline / Summary,86
513,Fantasy Impact: Opeta missed the past year with an ACL injury. He returned to action in the Bucs preseason finale this past weekend.,#VALUE!,,Fantasy Impact,86
514,Category: Transactions,#VALUE!,,Category,86
515,Jacolby George,#VALUE!,14,Player name,87
516,Jacolby George waived by Panthers,#VALUE!,33,Headline / Summary,87
517,"Tue, Aug 26th 12:11pm EDT",22,,Date,87
518,The Panthers waived WR Jacolby George. (Source: Mike Kaye on Twitter),#VALUE!,69,Headline / Summary,87
519,Fantasy Impact: George had signed with Carolina as an undrafted free agent. He was unable to earn a spot on the Panthers 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,87
520,Category: Transactions,#VALUE!,,Category,87
521,Alaric Jackson,#VALUE!,14,Player name,88
522,Alaric Jackson (blood clots) expected to return to practice,#VALUE!,59,Headline / Summary,88
523,"Tue, Aug 26th 12:10pm EDT",22,,Date,88
524,Alaric Jackson was expected to return to practice on Monday. (Source: Sarah Barshop on Twitter),#VALUE!,95,Headline / Summary,88
525,Fantasy Impact: Jackson had yet to practice during training camp. He has worked his way back from dealing with blood clots.,#VALUE!,,Fantasy Impact,88
526,Category: Injury Updates,#VALUE!,,Category,88
527,Jack Henderson,#VALUE!,14,Player name,89
528,Jack Henderson waived by Panthers,#VALUE!,33,Headline / Summary,89
529,"Tue, Aug 26th 12:08pm EDT",22,,Date,89
530,The Panthers waived DB Jack Henderson. (Source: Mike Kaye on Twitter),#VALUE!,69,Headline / Summary,89
531,Fantasy Impact: Henderson was unable to earn a spot on the Panthers 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,89
532,Category: Transactions,#VALUE!,,Category,89
533,Jack Plummer,#VALUE!,12,Player name,90
534,Jack Plummer waived by Panthers,#VALUE!,31,Headline / Summary,90
535,"Tue, Aug 26th 12:07pm EDT",22,,Date,90
536,The Panthers waived QB Jack Plummer. (Source: Tom Pelissero on Twitter),#VALUE!,71,Headline / Summary,90
537,Fantasy Impact: Plummer was unable to earn a spot on the Panthers 53-man roster. He'll likely seek a spot on a practice squad.,#VALUE!,,Fantasy Impact,90
538,Category: Transactions,#VALUE!,,Category,90
539,Xavier Guillory,#VALUE!,15,Player name,91
540,Xavier Guillory suffers broken clavicle,#VALUE!,39,Headline / Summary,91
